StockCode,AssessmentYear,AdviceDOI,AdviceViewlink,AdviceStatus,AdviceReleasedDate,AdviceApplicableFrom,AdviceApplicableUntil,AdviceValue,AdviceValueUpperRange,AdviceValueLowerRange,WantedCatch,WantedCatchUpperRange,WantedCatchLowerRange,AdviceValueUnit,AdviceSentence,AdviceBasis,AdviceType,AdviceRequester,StockCategory,TAFlink,SIDlink,ManagementPlanlink,ManagementPlanOwnership,MPevaluationLink,AdviceKey,AssessmentKey
her.27.irls,2022,https://doi.org/10.17895/ices.advice.19448003.v1,https://asd.ices.dk/viewAdvice/2462,Advice,30/06/2022,01/01/2023,31/12/2023,0,,,,,,t,"ICES advises that when the MSY approach and precautionary considerations are applied; there should be zero catch in 2023. ",MSY,Catches,EC,1,,,,Pelagic AC,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2018/Special_requests/eu.2018.03.pdf,2462,17248
rng.27.3a,2022,https://doi.org/10.17895/ices.advice.19453703.v1,https://asd.ices.dk/viewAdvice/2463,Advice,10/06/2022,01/01/2023,31/12/2023,0,,,,,,t,ICES advises that when the precautionary approach is applied; there should be zero catch in each of the years 2023 and 2024.,PA,Catches,,3,,,,,,2463,17330
wit.27.3a47d,2022,https://doi.org/10.17895/ices.advice.19458614.v1,https://asd.ices.dk/viewAdvice/2464,Advice,30/06/2022,01/01/2023,31/12/2023,1313,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2023 should be no more than 1313 tonnes.  Management of witch and lemon sole under a combined species TAC prevents effective control of the single-species exploitation rates and could lead to the overexploitation of either species. ICES advises that management should be implemented at the species level in the entire stock distribution area (Subarea 4 and divisions 3.a and 7.d).,MSY,Catches,EC,1,,,http://data.europa.eu/eli/reg/2018/973/oj.,,,2464,17059
ple.27.420,2017,https://doi.org/10.17895/ices.pub.3529,https://asd.ices.dk/viewAdvice/2465,Advice,14/11/2017,01/01/2018,31/12/2018,142481,,,96266,,,t,Please note: The present advice replaces the advice given in June 2017 for catches in 2018.  ICES advises that when the MSY approach is applied; catches in 2018 should be no more than 142 481 tonnes.,MSY,Catches,EC~Norway~NEAFC,1,,,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2007:157:0001:0006:EN:PDF,EU,See anne 6.3.18: http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2014/2014/ple-nsea.pdf,2465,9250
ple.27.7d,2017,https://doi.org/10.17895/ices.pub.3200,https://asd.ices.dk/viewAdvice/2466,Advice,08/08/2017,01/01/2018,31/12/2018,10592,,,,,,t,"ICES advises that when the MSY approach is applied; total catches from the stock in 2018 should be no more than 10 592 tonnes.  Assuming the same proportion of the Division 7.e and Subarea 4 plaice stocks is taken in Division 7.d as during 2003–2016; this will correspond to catches of plaice in Division 7.d in 2018  of no more than 12 378 tonnes. If discard rates do not change from the average of the last three years (2014–2016); this implies landings of no more than 8335 tonnes.                                                                                                                                                                                                                                          ",MSY,Catches,EC~NEAFC,1,,,,,,2466,8949
pok.27.3a46,2017,https://doi.org/10.17895/ices.pub.3206,https://asd.ices.dk/viewAdvice/2467,Advice,30/06/2017,01/01/2018,31/12/2018,118460,,,103731,,,t,"ICES advises that when the MSY approach is applied; catches in 2018 should be no more than 118 460 tonnes.                                                                                                                                                                                                              ",MSY,Catches,,1,,,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2014/2014/sai-3a46.pdf,EU -  Norway,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/Special%20Requests/EUNorway%20North%20Sea%20Saithe%20MP.pdf,2467,9001
sol.27.4,2017,NA - The advice link for key 9255 was not found!,https://asd.ices.dk/viewAdvice/2468,Advice,06/12/2017,01/01/2018,31/12/2018,15726,,,14702,,,t,Please note: The present advice replaces the advice given in June 2017 for catches in 2018.  ICES advises that when the second stage of the EU management plan (Council Regulation No. 676/2007) is applied; catches in 2018 should be no more than 15 726 tonnes.,MP,Catches,EC,1,,,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2007:157:0001:0006:EN:PDF,EU,,2468,9255
sol.27.7d,2017,https://doi.org/10.17895/ices.pub.3232,https://asd.ices.dk/viewAdvice/2469,Advice,06/12/2017,01/01/2018,31/12/2018,3866,,,3429,,,t,ICES advises that when the MSY approach is applied; catches in 2018 should be no more than 3866 tonnes.,MSY,Catches,EC~NEAFC,1,,,,,,2469,8664
aru.27.5a14,2022,https://doi.org/10.17895/ices.advice.19447772.v1,https://asd.ices.dk/viewAdvice/2470,Advice,15/06/2022,01/09/2022,31/08/2023,11520,,,,,,t,ICES advises that when the MSY approach is applied; catches in the fishing year 1 September 2022 to 31 August 2023 should be no more than 11 520 tonnes.,MSY,Catches,Iceland,1,,,,,,2470,17345
tur.27.3a,2017,https://doi.org/10.17895/ices.pub.3262,https://asd.ices.dk/viewAdvice/2471,Advice,30/06/2017,01/01/2018,31/12/2019,84,,,77,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 84 tonnes in each of the years 2018 and 2019. If discard rates do not change from the average of the last years (2014–2016); this implies landings of no more than 77 t.,PA,Catches,EC~Norway,3.2,,,,,,2471,8981
tur.27.4,2017,https://doi.org/10.17895/ices.pub.3704,https://asd.ices.dk/viewAdvice/2472,Advice,07/12/2017,01/01/2017,31/12/2019,4952,,,,,,t,Please note: The present advice replaces the advice given in November 2017 following a request from the European Commission to provide an in-year update of catch advice for 2017.  ICES advises that when the precautionary approach is applied; catches should be no more than 4952 tonnes in each of the years 2017; 2018 and 2019. If discard rates do not change from 2016; this implies landings of no more than 4159 tonnes.  Management of turbot and brill under a combined species TAC prevents effective control of the exploitation rates of the individual species and could lead to the overexploitation of either species.,PA,Catches,EC~Norway~NEAFC,3.2,,,,,,2472,9707
whg.27.3a,2017,https://doi.org/10.17895/ices.pub.3267,https://asd.ices.dk/viewAdvice/2473,Advice,30/06/2017,01/01/2018,31/12/2019,400,,,,,,t,"ICES advises that when the precautionary approach is applied; catches should be no more than 400 tonnes in each of the years 2018 and 2019. ",PA,Catches,Norway~EC,5.2,,,,,,2473,8465
whg.27.47d,2017,NA - The advice link for key 9245 was not found!,https://asd.ices.dk/viewAdvice/2474,Advice,14/11/2017,01/01/2018,31/12/2018,26191,,,11040,,,t,Please note: The present advice replaces the advice given in June 2017 for catches in 2018.  ICES advises that when the MSY approach is applied; catches in 2018 should be no more than 26 191 tonnes.,MSY,Catches,EC~Norway~NEAFC,1,,,See Annex 6.3.34http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2014/2014/whg-47d.pdf,EU -  Norway,,2474,9245
wit.27.3a47d,2017,https://doi.org/10.17895/ices.pub.3051,https://asd.ices.dk/viewAdvice/2475,Advice,30/06/2017,01/01/2018,31/12/2019,2390,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 2390 tonnes in each of the years 2018 and 2019. If discard rates do not change from the average of the last three years (2014–2016); this implies annual landings of no more than 2079 tonnes.,FMSYranges,Catches,EC,3.2,,,,,,2475,8983
nep.fu.3-4,2021,https://doi.org/10.17895/ices.advice.7807,https://asd.ices.dk/viewAdvice/2476,Advice,30/06/2021,01/01/2022,31/12/2022,14449,14449,10241,,,,t,ICES advises that when the EU multiannual plan (MAP) for the North Sea is applied; catches in 2022 that correspond to the F ranges in the MAP are between 10 241 tonnes and 14 449 tonnes; assuming recent discard rates. The entire range is considered precautionary when applying ICES advice rule.,MSY,Catches,EC~Norway~NEAFC,1,,,,,,2476,15601
nep.fu.6,2021,https://doi.org/10.17895/ices.advice.7808,https://asd.ices.dk/viewAdvice/2477,Advice,29/10/2021,01/01/2022,31/12/2022,1940,,,,,,t,ICES advises that when the MSY approach is applied; and assuming that discard rates and fishery selection patterns do not change from the average of the years 2018–2020; catches in 2022 should be no more than 1940 tonnes.  To ensure that the stock in Functional Unit (FU) 6 is exploited sustainably; management should be implemented at the functional unit level. Any substantial transfer of the current surplus fishing opportunities from other FUs to FU 6 could rapidly lead to overexploitation.  ICES notes the existence of a management plan; developed and adopted by one of the relevant management authorities for Subarea 4. ICES considers this plan to be precautionary when implemented at the functional unit level.,MSY,Catches,EC~NEAFC,1,,,,,,2477,16782
nep.fu.7,2021,https://doi.org/10.17895/ices.advice.7809,https://asd.ices.dk/viewAdvice/2478,Advice,29/10/2021,01/01/2022,31/12/2022,14803,,,,,,t,ICES advises that when the MSY approach is applied; and assuming that discard rates and fishery selection patterns do not change from the average of the years 2018–2020; catches in 2022 should be no more than 14 803 tonnes.  To ensure that the stock in Functional Unit (FU) 7 is exploited sustainably; management should be implemented at the functional unit level. The catch in FU 7 has been lower than advised in recent years; and if the difference is transferred to other FUs; this could result in non-precautionary exploitation of those FUs.  ICES notes the existence of a management plan; developed and adopted by one of the relevant management authorities for Subarea 4. ICES considers this plan to be precautionary when implemented at the functional unit level.,MSY,Catches,EC~Norway~NEAFC,1,,,,,,2478,16774
nep.fu.8,2021,https://doi.org/10.17895/ices.advice.7810,https://asd.ices.dk/viewAdvice/2479,Advice,29/10/2021,01/01/2022,31/12/2022,3216,,,,,,t,ICES advises that when the MSY approach is applied; and assuming that discard rates and fishery selection patterns do not change from the average of the years 2018–2020; catches in 2022 should be no more than 3216 tonnes.  To ensure that the stock in Functional Unit (FU) 8 is exploited sustainably; management should be implemented at the functional unit level.   ICES notes the existence of a management plan; developed and adopted by one of the relevant management authorities for Subarea 4. ICES considers this plan to be precautionary when implemented at the functional unit level.,MSY,Catches,EC~NEAFC,1,,,,,,2479,16775
nep.fu.9,2021,https://doi.org/10.17895/ices.advice.7811,https://asd.ices.dk/viewAdvice/2480,Advice,29/10/2021,01/01/2022,31/12/2022,2062,,,,,,t,ICES advises that when the MSY approach is applied; and assuming that discard rates and fishery selection patterns do not change from the average of the years 2018–2020; catches in 2022 should be no more than 2062 tonnes.  To ensure that the stock in Functional Unit (FU) 9 is exploited sustainably; management should be implemented at the functional unit level.  ICES notes the existence of a management plan; developed and adopted by one of the relevant management authorities for Subarea 4. ICES considers this plan to be precautionary when implemented at the functional unit level.,MSY,Catches,EC~NEAFC,1,,,,,,2480,16835
nep.fu.3-4,2020,https://doi.org/10.17895/ices.advice.5839,https://asd.ices.dk/viewAdvice/2481,Advice,08/06/2021,01/01/2021,31/12/2021,17148,17148,12155,,,,t,Please note: The present advice replaces the advice given in November 2020 for catches in 2021.  ICES advises that when the EU multiannual plan (MAP) for the North Sea is applied; catches in 2021 that correspond to the F ranges in the MAP are between 12 155 tonnes and 17 148 tonnes; assuming recent discard rates. The entire range is considered precautionary when applying the ICES advice rule.  Note: This advice sheet is abbreviated due to the COVID-19 disruption. The previous advice issued for 2020 is attached as Annex 1.,MSY,Catches,EC~Norway~NEAFC,1,,,,,,2481,14583
nep.fu.6,2020,https://doi.org/10.17895/ices.advice.5840,https://asd.ices.dk/viewAdvice/2482,Advice,06/11/2020,01/01/2021,31/12/2021,2310,,,,,,t,ICES advises that when the EU multiannual plan (MAP) for the North Sea is applied; catches in 2021 that correspond to the F ranges in the MAP are between 1991 tonnes and 2310 tonnes; assuming recent discard rates. The entire range is considered precautionary when applying the ICES advice rule.  To ensure that the stock in Functional Unit (FU) 6 is exploited sustainably; management should be implemented at the functional unit level. Any substantial transfer of the current surplus fishing opportunities from other FUs to FU 6 could rapidly lead to overexploitation.  Note: This advice sheet is abbreviated due to the COVID-19 disruption. The previous advice issued for 2020 is attached as Annex 1.,MSY,Catches,EC~NEAFC,1,,,,,,2482,13968
nep.fu.7,2020,https://doi.org/10.17895/ices.advice.5841,https://asd.ices.dk/viewAdvice/2483,Advice,06/11/2020,01/01/2021,31/12/2021,9579,,,,,,t,ICES advises that when the EU multiannual plan (MAP) for the North Sea is applied; catches in 2021 that correspond to the F ranges in the MAP are between 8430 tonnes and 9579 tonnes; assuming recent discard rates. The entire range is considered precautionary when applying the ICES advice rule.  To ensure that the stock in Functional Unit (FU) 7 is exploited sustainably; management should be implemented at the functional unit level. The catch in FU 7 has been lower than advised in recent years; and if the difference is transferred to other FUs; this could result in non-precautionary exploitation of those FUs.  Note: This advice sheet is abbreviated due to the COVID-19 disruption. The previous advice issued for 2020 is attached as Annex 1.,MSY,Catches,EC~Norway~NEAFC,1,,,,,,2483,13969
nep.fu.8,2020,https://doi.org/10.17895/ices.advice.5842,https://asd.ices.dk/viewAdvice/2484,Advice,06/11/2020,01/01/2021,31/12/2021,3931,,,,,,t,ICES advises that when the EU multiannual plan (MAP) for the North Sea is applied; catches in 2021 that correspond to the F ranges in the plan are between 2556 tonnes and 3931 tonnes; assuming recent discard rates. The entire range is considered precautionary when applying the ICES advice rule.  To ensure that the stock in Functional Unit (FU) 8 is exploited sustainably; management should be implemented at the functional unit level.   Note: This advice sheet is abbreviated due to the COVID-19 disruption. The previous advice issued for 2020 is attached as Annex 1.,MSY,Catches,EC~NEAFC,1,,,,,,2484,13970
nep.fu.9,2020,https://doi.org/10.17895/ices.advice.5843,https://asd.ices.dk/viewAdvice/2485,Advice,06/11/2020,01/01/2021,31/12/2021,1180,,,,,,t,ICES advises that when the EU multiannual plan (MAP) for the North Sea is applied; catches in 2021 that correspond to the F ranges in the plan are between 911 tonnes and 1180 tonnes; assuming recent discard rates. The entire range is considered precautionary when applying the ICES advice rule.  To ensure that the stock in Functional Unit (FU) 9 is exploited sustainably; management should be implemented at the functional unit level.  Note: This advice sheet is abbreviated due to the COVID-19 disruption. The previous advice issued for 2020 is attached as Annex 1.,MSY,Catches,EC~NEAFC,1,,,,,,2485,13971
nep.27.4outFU,2020,https://doi.org/10.17895/ices.advice.5777,https://asd.ices.dk/viewAdvice/2486,Advice,06/11/2020,01/01/2021,31/12/2022,301,,,,,,t,ICES advises that when the precautionary approach is applied; landings should be no more than 301 tonnes in each of the years 2021 and 2022. ICES cannot quantify the corresponding total catches.  Note: This advice sheet is abbreviated due to the Covid-19 disruption. The previous advice issued for 2018; 2019; and 2020 is attached as Annex 1.,FMSYranges,Catches,,5.2,,,,,,2486,13964
nep.fu.5,2020,https://doi.org/10.17895/ices.advice.5804,https://asd.ices.dk/viewAdvice/2491,Advice,06/11/2020,01/01/2021,31/12/2022,1570,,,,,,t,ICES advises that when the precautionary approach is applied; catches in each of the years 2021 and 2022 should be no more than 1570 tonnes; assuming recent discard rates.  To protect the stock in this functional unit (FU) from continued overexploitation; management should be implemented at the functional unit level.  Note: This advice sheet is abbreviated due to the COVID-19 disruption. The previous advice issued for 2019 and 2020 is attached as Annex 1.,PA,Catches,,4.12,,,,,,2491,14010
nep.fu.3-4,2018,https://doi.org/10.17895/ices.pub.4433,https://asd.ices.dk/viewAdvice/2493,Advice,29/06/2018,01/01/2019,31/12/2019,21639,21639,15339,,,,t,ICES advises that when the proposed EU multiannual plan (MAP) for the North Sea is applied; catches in 2019 that correspond to the F ranges in the MAP are between 15 339 tonnes and 21 639 tonnes. The entire range is considered precautionary.,MSY,Catches,EC~Norway~NEAFC,1,,,,,,2493,9937
nep.fu.6,2018,https://doi.org/10.17895/ices.pub.4619,https://asd.ices.dk/viewAdvice/2494,Advice,14/11/2018,01/01/2019,31/12/2019,1982,,,,,,t,Please note: The present advice replaces the advice given in June 2018 for catches in 2019.  ICES advises that when the proposed EU multiannual plan (MAP) for the North Sea is applied; catches in 2019 that correspond to the F ranges in the MAP are between 1709 tonnes and 1982 tonnes. The entire range is considered precautionary when applying the ICES advice rule.  In order to ensure the stock in Functional Unit (FU) 6 is exploited sustainably; management should be implemented at the functional unit level. Any substantial transfer of the current surplus fishing opportunities from other FUs to FU 6 could rapidly lead to overexploitation.,MSY,Catches,EC~NEAFC,1,,,,,,2494,10251
nep.fu.7,2018,https://doi.org/10.17895/ices.pub.4615,https://asd.ices.dk/viewAdvice/2495,Advice,14/11/2018,01/01/2019,31/12/2019,13178,,,,,,t,Please note: The present advice replaces the advice given in June 2018 for catches in 2019.  ICES advises that when the proposed EU multiannual plan (MAP) for the North Sea is applied; catches in 2019 that correspond to the F ranges in the MAP are between 11 596 tonnes and 13 178 tonnes. The entire range is considered precautionary when applying the ICES advice rule.  In order to ensure the stock in Functional Unit (FU) 7 is exploited sustainably; management should be implemented at the FU level. In recent years; the catch in FU 7 has been lower than advised; and if the difference is transferred to other FUs; this could result in non-precautionary exploitation of those FUs.,MSY,Catches,EC~Norway~NEAFC,1,,,,,,2495,10252
nep.fu.8,2018,https://doi.org/10.17895/ices.pub.4616,https://asd.ices.dk/viewAdvice/2496,Advice,14/11/2018,01/01/2019,31/12/2019,3569,,,,,,t,"Please note: The present advice replaces the advice given in June 2018 for catches in 2019.  ICES advises that when the proposed EU multiannual plan (MAP) for the North Sea is applied; catches in 2019 that correspond to the F ranges in the MAP are between 2321 tonnes and 3569 tonnes. The entire range is considered precautionary when applying the ICES advice rule.  In order to ensure the stock in Functional Unit (FU) 8 is exploited sustainably; management should be implemented at the FU level. ",MSY,Catches,EC~NEAFC,1,,,,,,2496,10253
nep.fu.9,2018,https://doi.org/10.17895/ices.pub.4441,https://asd.ices.dk/viewAdvice/2497,Advice,14/11/2018,01/01/2019,31/12/2019,1274,,,,,,t,ICES advises that when the proposed EU multiannual plan (MAP) for the North Sea is applied; catches in 2019 that correspond to the F ranges in the MAP are between 982 tonnes and 1274 tonnes. The entire range is considered precautionary when applying the ICES advice rule.  In order to ensure the stock in this functional unit (FU) is exploited sustainably; management should be implemented at the FU level.,MSY,Catches,EC~NEAFC,1,,,,,,2497,9557
nep.fu.10,2018,https://doi.org/10.17895/ices.pub.4440,https://asd.ices.dk/viewAdvice/2498,Advice,14/11/2018,01/01/2019,31/12/2020,48,,,46,,,t,ICES advises that when the precautionary approach is applied; catches in each of the years 2019 and 2020 should not exceed 48 tonnes.   To ensure the stock in Functional Unit (FU) 10 is exploited sustainably; management should be implemented at the functional unit level.,PA,Catches,,4.14,,,,,,2498,9559
nep.fu.32,2018,https://doi.org/10.17895/ices.pub.4439,https://asd.ices.dk/viewAdvice/2499,Advice,14/11/2018,01/01/2019,31/12/2020,397,,,389,,,t,ICES advises that when the precautionary approach is applied; catches in each of the years 2019 and 2020 should be no more than 397 tonnes. If this stock is not under the Norwegian discard ban in 2019 and 2020 and discard rates do not change from the average of the period 2014–2016; this implies landings of no more than 389 tonnes.,PA,Catches,,4.14,,,,,,2499,9653
nep.fu.33,2018,https://doi.org/10.17895/ices.pub.4438,https://asd.ices.dk/viewAdvice/2500,Advice,14/11/2018,01/01/2019,31/12/2020,898,,,,,,t,Please note: This advice was updated June 2019 (ICES; 2019)  ICES advises that when the precautionary approach (PA) is applied; wanted catches in each of the years 2019 and 2020 should not exceed 1154 tonnes. ICES cannot quantify the corresponding total catches.  To ensure that the stock in Functional Unit (FU) 33 is exploited sustainably; management should be implemented at the functional unit level.,PA,Catches,EC~NEAFC,4.14,,,,,,2500,9951
nep.fu.34,2018,https://doi.org/10.17895/ices.pub.4620,https://asd.ices.dk/viewAdvice/2501,Advice,14/11/2018,01/01/2019,31/12/2020,590,,,,,,t,Please note: The present advice replaces the advice given in June 2018 for catches in 2019 and 2020.  ICES advises that when the precautionary approach is applied; catches in each of the years 2019 and 2020 should not exceed 590 tonnes.  In order to ensure the stock in this functional unit (FU) is exploited sustainably; management should be implemented at the functional unit level.,PA,Catches,,4.14,,,,,,2501,10254
nep.fu.5,2018,https://doi.org/10.17895/ices.pub.4434,https://asd.ices.dk/viewAdvice/2502,Advice,14/11/2018,01/01/2019,31/12/2019,1637,,,,,,t,ICES advises that when the precautionary approach is applied; catches in each of the years 2019 and 2020 should be no more than 1637 tonnes.   To protect the stock in this functional unit (FU) from continued overexploitation; management should be implemented at the functional unit level.,PA,Catches,,4.14,,,,,,2502,9610
nep.fu.3-4,2017,https://doi.org/10.17895/ices.pub.3165,https://asd.ices.dk/viewAdvice/2503,Advice,30/06/2017,01/01/2018,31/12/2018,12431,,,,,,t,"ICES advises that when the MSY approach is applied; assuming that the high-survival exemption from the EU landing obligation remains applicable and that discard rates and fishery selection patterns do not change from the average of 2014–2016; catches in 2018 should be no more than 12 431 tonnes.                                                                                                                                                                                                                                           ",MSY,Catches,EC~Norway~NEAFC,1,,,,,,2503,8984
nep.fu.6,2017,https://doi.org/10.17895/ices.pub.3524,https://asd.ices.dk/viewAdvice/2504,Advice,14/11/2017,01/01/2018,31/12/2018,1876,,,,,,t,"Please note: The present advice replaces the advice given in June 2017 for catches in 2018.  ICES advises that when the MSY approach is applied; and assuming that discard rates and fishery selection patterns do not change from the average of 2014–2016; catches in 2018 should be no more than 1876 tonnes.  In order to ensure the stock in Functional Unit (FU) 6 is exploited sustainably; management should be implemented at the functional unit level. Any substantial transfer of the current surplus fishing opportunities from other FUs to FU 6 could rapidly lead to over-exploitation.                                                                                                                                                                                                                                                   ",MSY,Catches,EC~NEAFC,1,,,,,,2504,9227
nep.fu.7,2017,https://doi.org/10.17895/ices.pub.3527,https://asd.ices.dk/viewAdvice/2505,Advice,14/11/2017,01/01/2018,31/12/2018,16577,,,,,,t,"Please note: The present advice replaces the advice given in June 2017 for catches in 2018.  ICES advises that when the MSY approach is applied; and assuming that discard rates and fishery selection patterns do not change from the average of 2000–2016; catches in 2018 should be no more than 16 577 tonnes.  In order to ensure the stock in Functional Unit (FU) 7 is exploited sustainably; management should be implemented at the FU level. In recent years; the catch in FU 7 has been lower than advised; and if the difference is transferred to other FUs; this could result in non-precautionary exploitation of those FUs.                                                                                                                                                                                                                                           ",MSY,Catches,EC~Norway~NEAFC,1,,,,,,2505,9248
nep.fu.8,2017,https://doi.org/10.17895/ices.pub.3523,https://asd.ices.dk/viewAdvice/2506,Advice,14/11/2017,01/01/2018,31/12/2018,2376,,,,,,t,"Please note: The present advice replaces the advice given in June 2017 for catches in 2018.  ICES advises that when the MSY approach is applied; and assuming that discard rates and fishery selection patterns do not change from the average of 2014–2016; catches in 2018 should be no more than 2376 tonnes.  In order to ensure the stock in Functional Unit (FU) 8 is exploited sustainably; management should be implemented at the FU level. In recent years; the catch in FU 8 has been lower than advised; and if the difference is transferred to other FUs; this could result in non-precautionary exploitation of those FUs.                                                                                                                                                                                                                                               ",MSY,Catches,EC~NEAFC,1,,,,,,2506,9246
nep.fu.9,2017,https://doi.org/10.17895/ices.pub.3195,https://asd.ices.dk/viewAdvice/2507,Advice,30/06/2017,01/01/2018,31/12/2018,1219,,,,,,t,"ICES advises that when the MSY approach is applied; and assuming that discard rates and fishery selection patterns do not change from the average of 2014–2016; catches in 2018 should be no more than 1219 tonnes.  In order to ensure the stock in this functional unit (FU) is exploited sustainably; management should be implemented at the FU level. In recent years; the catch in this FU has been lower than advised; and if the difference is transferred to other FUs; this could result in non-precautionary exploitation of those FUs.                                                                                                                                                                                                                                         ",MSY,Catches,EC~NEAFC,1,,,,,,2507,8594
nep.27.4outFU,2017,https://doi.org/10.17895/ices.pub.3163,https://asd.ices.dk/viewAdvice/2508,Advice,30/06/2017,01/01/2018,31/12/2020,376,,,,,,t,"ICES advises that when the precautionary approach is applied; wanted catch should be no more than 376 tonnes in each of the years 2018; 2019; and 2020. ICES can not quantify the corresponding total catches.                                                                                                                                                                                                                                            ",PA,Catches,,5.2,,,,,,2508,9040
cod.27.22-24,2020,https://doi.org/10.17895/ices.advice.5942,https://asd.ices.dk/viewAdvice/2509,Advice,29/05/2020,01/01/2021,31/12/2021,5950,5950,4275,,,,t,ICES advises that when the EU multiannual plan (MAP) for the Baltic Sea is applied; catches in 2021 that correspond to the F ranges in the plan are between 4275 tonnes and 9039 tonnes. According to the MAP; catches higher than 5950 tonnes can only be taken under conditions specified in the MAP; whilst the entire range is considered precautionary when applying the ICES advice rule. Assuming recreational catches at 1315 tonnes; this implies a commercial catch at FMSY of 4635 tonnes; and a range of 2960–7724 tonnes.  Note: This advice sheet is abbreviated due to the Covid-19 disruption. The previous advice issued for 2020 is attached as Annex 1.,FMSYranges,Catches,EC~NEAFC~Norway~UK~Iceland~NASCO,1,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,EU,,2509,13377
her.27.25-2932,2020,https://doi.org/10.17895/ices.advice.5828,https://asd.ices.dk/viewAdvice/2510,Advice,29/05/2020,01/01/2021,31/12/2021,111852,111852,83971,,,,t,ICES advises that when the EU multiannual plan (MAP) for the Baltic Sea is applied; catches in 2021 that correspond to the F ranges in the plan are between 83 971 tonnes and 138 183 tonnes. According to the MAP; catches higher than 111 852 tonnes can only be taken under conditions specified in the MAP; whilst the entire range is considered precautionary when applying the ICES advice rule. The current advice applies to all catches from the stock; including those taken in Subdivision 28.1.,FMSYranges,Catches,EC,1,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,EU,,2510,13344
her.27.28,2020,https://doi.org/10.17895/ices.advice.5877,https://asd.ices.dk/viewAdvice/2511,Advice,29/05/2020,01/01/2021,31/12/2021,35771,35771,27702,,,,t,"ICES advises that when the EU multiannual plan (MAP) for the Baltic Sea is applied; the catches in 2021 that correspond to the F ranges in the plan are between 27 702 tonnes and 41 423 tonnes. According to the MAP; catches higher than those corresponding to FMSY (35 771 tonnes) can only be taken under conditions specified in the MAP; whilst the entire range is considered precautionary when applying the ICES advice rule. This advice applies to all catches from the stock in subdivisions 28.1 and 28.2.  Note: This advice is abbreviated due to the Covid-19 disruption. The previous advice issued for 2020 is attached as Annex 1. ",FMSYranges,Catches,EC,1,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,,,2511,13351
ple.27.21-23,2020,https://doi.org/10.17895/ices.advice.5870,https://asd.ices.dk/viewAdvice/2512,Advice,03/06/2020,01/01/2021,31/12/2021,5176,,,,,,t,"ICES advises that when the MSY approach is applied; catches in 2021 should be no more than 5176 tonnes.  Note: This advice is abbreviated due to the Covid-19 disruption. The previous advice issued for 2020 is attached as Annex 1. ",MSY,Catches,EC,1,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&rid=1,,,2512,13700
spr.27.22-32,2020,https://doi.org/10.17895/ices.advice.5879,https://asd.ices.dk/viewAdvice/2513,Advice,29/05/2020,01/01/2021,31/12/2021,247952,247952,181567,,,,t,ICES advises that when the EU multiannual plan (MAP) for the Baltic Sea is applied; catches in 2021 that correspond to the F ranges in the plan are between 181 567 tonnes and 316 833 tonnes. According to the MAP; catches higher than those corresponding to FMSY (247 952 tonnes) can only be taken under conditions specified in the MAP; whilst the entire range is considered precautionary when applying the ICES advice rule.,FMSYranges,Catches,EC,,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,,,2513,13379
cod.27.22-24,2019,NA - The advice link for key 10446 was not found!,https://asd.ices.dk/viewAdvice/2514,Advice,22/06/2020,01/01/2020,31/12/2020,7245,11006,5205,,,,t,Please note: The present advice replaces the advice given in May 2019 for catches in 2020.  ICES advises that when the EU multiannual plan (MAP) is applied; total catches in 2020 that correspond to the F ranges in the plan are between 5205 tonnes and 11006 tonnes. According to the MAP; catches higher than those corresponding to FMSY (7245 tonnes) can only be taken under conditions specified in the MAP; whilst the entire range is considered precautionary when applying the ICES advice rule. Assuming recreational catches at recent average this implies commercial catches between 3065 tonnes and 8866 tonnes.,MSY,Catches,EC~NEAFC~Norway~UK~Iceland~NASCO,1,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,EU,,2514,10446
