"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LVA","FISHLAND","NLD","TONNE","A","2015",61211,
"LVA","FISHLAND","NLD","TONNE","A","2016",56542,
"LVA","FISHLAND","NLD","TONNE","A","2017",61902.77,"C"
"LVA","FISHLAND","NLD","TONNE","A","2018",67076.75,
"LVA","FISHLAND","NLD","TONNE","A","2019",66465.05,
"LVA","FISHLAND","NLD","TONNE","A","2020",58398.15,
"LVA","FISHLAND","NLF","TONNE","A","2004",42735,
"LVA","FISHLAND","NLF","TONNE","A","2005",57174,
"LVA","FISHLAND","NLF","TONNE","A","2006",57300,
"LVA","FISHLAND","NLF","TONNE","A","2007",74014,
"LVA","FISHLAND","NLF","TONNE","A","2008",74048,
"LVA","FISHLAND","NLF","TONNE","A","2009",93875,
"LVA","FISHLAND","NLF","TONNE","A","2010",101131,
"LVA","FISHLAND","NLF","TONNE","A","2011",98004,
"LVA","FISHLAND","NLF","TONNE","A","2012",38716,
"LVA","FISHLAND","NLF","TONNE","A","2013",56187,
"LVA","FISHLAND","NLF","TONNE","A","2014",60786,
"LVA","FISHLAND","NLF","TONNE","A","2015",20092,
"LVA","FISHLAND","NLF","TONNE","A","2016",58113,
"LVA","FISHLAND","NLF","TONNE","A","2017",56010.6,"C"
"LVA","FISHLAND","NLF","TONNE","A","2018",68158.231,"C"
"LVA","FISHLAND","NLF","TONNE","A","2019",44123.864,
"LVA","FISHLAND","NLF","TONNE","A","2020",44866.801,
"LVA","FISHLAND","NLD","USD","A","2004",19496147.40257,
"LVA","FISHLAND","NLD","USD","A","2005",21782710.508085,
"LVA","FISHLAND","NLD","USD","A","2006",23201984.151824,
"LVA","FISHLAND","NLD","USD","A","2007",24053523.150017,
"LVA","FISHLAND","NLD","USD","A","2008",28711547.294405,
"LVA","FISHLAND","NLD","USD","A","2009",18347325.48785,
"LVA","FISHLAND","NLD","USD","A","2010",15817561.353236,
"LVA","FISHLAND","NLD","USD","A","2011",21982741.194872,
"LVA","FISHLAND","NLD","USD","A","2012",22380990.389263,
"LVA","FISHLAND","NLD","USD","A","2013",26033912.717822,
"LVA","FISHLAND","NLD","USD","A","2014",25096606.014731,
"LVA","FISHLAND","NLD","USD","A","2015",20419065.320245,
"LVA","FISHLAND","NLD","USD","A","2016",16358943.050032,
"LVA","FISHLAND","NLD","USD","A","2017",19183488.422696,"C"
"LVA","FISHLAND","NLD","USD","A","2018",21154000.992785,
"LVA","FISHLAND","NLD","USD","A","2019",17877043.844331,
"LVA","FISHLAND","NLD","USD","A","2020",18596838.656668,
"COL","FISHLAND","NLD","USD","A","2012",8194808.9065162,
"COL","FISHLAND","NLD","USD","A","2013",20030177.563718,
"COL","FISHLAND","NLD","USD","A","2014",21539681.903282,
"COL","FISHLAND","NLD","USD","A","2015",16986465.748628,
"COL","FISHLAND","NLD","USD","A","2016",11198998.64337,
"COL","FISHLAND","NLD","USD","A","2017",44815392.490383,"E"
"COL","FISHLAND","NLD","USD","A","2018",23390741.969084,"E"
"COL","FISHLAND","NLD","USD","A","2019",145132612.2562,
"COL","FISHLAND","NLD","USD","A","2020",101789782.51403,
"LVA","FISHLAND","NLF","USD","A","2004",15652618.477832,
"LVA","FISHLAND","NLF","USD","A","2005",18019981.714308,
"LVA","FISHLAND","NLF","USD","A","2006",22618344.457602,
"LVA","FISHLAND","NLF","USD","A","2007",29750115.942186,
"LVA","FISHLAND","NLF","USD","A","2008",36867605.879671,
"LVA","FISHLAND","NLF","USD","A","2009",42950913.531703,
"LVA","FISHLAND","NLF","USD","A","2010",40133480.705822,
"LVA","FISHLAND","NLF","USD","A","2011",41035913.613774,
"LVA","FISHLAND","NLF","USD","A","2012",14878643.465988,
"LVA","FISHLAND","NLF","USD","A","2013",30507389.671172,
"LVA","FISHLAND","NLF","USD","A","2014",35003250.753882,
"LVA","FISHLAND","NLF","USD","A","2015",20649327.255428,
"LVA","FISHLAND","NLF","USD","A","2016",40306418.869731,
"LVA","FISHLAND","NLF","USD","A","2017",19665939.48678,"C"
"LVA","FISHLAND","NLF","USD","A","2018",28892323.341473,"C"
"LVA","FISHLAND","NLF","USD","A","2019",22047648.638788,
"LVA","FISHLAND","NLF","USD","A","2020",31078778.394865,
"NZL","FISHLAND","NLF","USD","A","2001",3878373.9499326,
"NZL","FISHLAND","NLF","USD","A","2002",18350902.531106,
"NZL","FISHLAND","NLF","USD","A","2003",29449426.464217,
"NZL","FISHLAND","NLF","USD","A","2004",16903586.045794,
"NZL","FISHLAND","NLF","USD","A","2005",17846088.310787,
"NZL","FISHLAND","NLF","USD","A","2006",7907349.1974209,
"NZL","FISHLAND","NLF","USD","A","2007",11325582.641673,
"NZL","FISHLAND","NLF","USD","A","2008",20551318.011151,
"NZL","FISHLAND","NLF","USD","A","2009",29681816.90399,
"NZL","FISHLAND","NLF","USD","A","2010",22242480.701914,
"NZL","FISHLAND","NLF","USD","A","2011",21768286.609359,
"NZL","FISHLAND","NLF","USD","A","2012",14813725.955023,
"NZL","FISHLAND","NLF","USD","A","2013",25220724.804486,
"NZL","FISHLAND","NLF","USD","A","2014",15987963.08418,
"NZL","FISHLAND","NLF","USD","A","2015",8907596.6195691,
"NZL","FISHLAND","NLF","USD","A","2016",2679225.0581237,
"NZL","FISHLAND","NLF","USD","A","2017",3160881.7234301,
"NZL","FISHLAND","NLF","USD","A","2018",4732598.7120802,
"NZL","FISHLAND","NLF","USD","A","2019",1798873.2416244,
"NZL","FISHLAND","NLF","USD","A","2020",704490.79724473,
"CRI","FISHLAND","NLD","TONNE","A","2000",24279.4185,
"CRI","FISHLAND","NLD","TONNE","A","2001",27236.51732,
"CRI","FISHLAND","NLD","TONNE","A","2002",25969.71197,
"CRI","FISHLAND","NLD","TONNE","A","2003",20480.02294,
"CRI","FISHLAND","NLD","TONNE","A","2004",16107.08209,
"CRI","FISHLAND","NLD","TONNE","A","2005",16753.84361,
"CRI","FISHLAND","NLD","TONNE","A","2006",16197.28296,
"CRI","FISHLAND","NLD","TONNE","A","2007",14768.95307,
"CRI","FISHLAND","NLD","TONNE","A","2008",14778.413176383,
"CRI","FISHLAND","NLD","TONNE","A","2009",14152.330164659,
"CRI","FISHLAND","NLD","TONNE","A","2010",13648.839355982,
"CRI","FISHLAND","NLD","TONNE","A","2011",16354.404401733,
"CRI","FISHLAND","NLD","TONNE","A","2012",17542.211218594,
"CRI","FISHLAND","NLD","TONNE","A","2013",15372.574613355,
"CRI","FISHLAND","NLD","TONNE","A","2014",15648.717866711,
"CRI","FISHLAND","NLD","TONNE","A","2015",13382.024893733,
"CRI","FISHLAND","NLD","TONNE","A","2016",10001.959289487,
"CRI","FISHLAND","NLD","TONNE","A","2017",11832.562572652,
"CRI","FISHLAND","NLD","TONNE","A","2018",14083.841522897,
"CRI","FISHLAND","NLD","TONNE","A","2019",17612.053142847,
"CRI","FISHLAND","NLD","TONNE","A","2020",25632.568430748,
"CRI","FISHLAND","NLD","USD","A","2000",46083816.108633,
"CRI","FISHLAND","NLD","USD","A","2001",40938724.375095,
"CRI","FISHLAND","NLD","USD","A","2002",42596398.056175,
"CRI","FISHLAND","NLD","USD","A","2003",34012276.13936,
"CRI","FISHLAND","NLD","USD","A","2004",30419135.677193,
"CRI","FISHLAND","NLD","USD","A","2005",35107924.322949,
"CRI","FISHLAND","NLD","USD","A","2006",36634000.566358,
"CRI","FISHLAND","NLD","USD","A","2007",32913681.252585,
"CRI","FISHLAND","NLD","USD","A","2008",53450089.614681,
"CRI","FISHLAND","NLD","USD","A","2009",40974560.370194,
"CRI","FISHLAND","NLD","USD","A","2010",54366345.030027,
"CRI","FISHLAND","NLD","USD","A","2011",71977166.851872,
"CRI","FISHLAND","NLD","USD","A","2012",60143604.192168,
"CRI","FISHLAND","NLD","USD","A","2013",47269638.153306,
"CRI","FISHLAND","NLD","USD","A","2014",49955350.038768,
"CRI","FISHLAND","NLD","USD","A","2015",49526451.901782,
"CRI","FISHLAND","NLD","USD","A","2016",33864287.790161,
"CRI","FISHLAND","NLD","USD","A","2017",36155830.415505,
"CRI","FISHLAND","NLD","USD","A","2018",46038469.305515,
"CRI","FISHLAND","NLD","USD","A","2019",46283054.517695,
"CRI","FISHLAND","NLD","USD","A","2020",62234570.464199,
"EST","FISHLAND","NLF","USD","A","2006",41569584.044156,
"EST","FISHLAND","NLF","USD","A","2007",42807716.246007,
"EST","FISHLAND","NLF","USD","A","2008",51908124.499931,
"EST","FISHLAND","NLF","USD","A","2009",33767888.884959,
"EST","FISHLAND","NLF","USD","A","2010",47161266.692381,
"EST","FISHLAND","NLF","USD","A","2011",59554489.96158,
"EST","FISHLAND","NLF","USD","A","2012",48196092.900798,
"EST","FISHLAND","NLF","USD","A","2013",52470301.890519,
"EST","FISHLAND","NLF","USD","A","2014",44178590.771266,
"EST","FISHLAND","NLF","USD","A","2015",41447786.867177,
"EST","FISHLAND","NLF","USD","A","2016",37175874.797569,
"EST","FISHLAND","NLF","USD","A","2017",46438427.004684,
"EST","FISHLAND","NLF","USD","A","2018",48254209.038856,
"EST","FISHLAND","NLF","USD","A","2019",68479455.316645,
"EST","FISHLAND","NLF","USD","A","2020",46501264.935276,
"IDN","FISHLAND","NLD","TONNE","A","2005",4408499,
"IDN","FISHLAND","NLD","TONNE","A","2006",4512191,
"IDN","FISHLAND","NLD","TONNE","A","2007",4734280,
"IDN","FISHLAND","NLD","TONNE","A","2008",4701933,
"IDN","FISHLAND","NLD","TONNE","A","2009",4812235,
"IDN","FISHLAND","NLD","TONNE","A","2010",5386309,
"IDN","FISHLAND","NLD","TONNE","A","2011",5753051,
"IDN","FISHLAND","NLD","TONNE","A","2012",5856860,
"IDN","FISHLAND","NLD","TONNE","A","2013",6125187,
"IDN","FISHLAND","NLD","TONNE","A","2014",6458735,
"IDN","FISHLAND","NLD","TONNE","A","2015",6689688,
"IDN","FISHLAND","NLD","TONNE","A","2016",6542258,
"IDN","FISHLAND","NLD","TONNE","A","2017",6688738.9262801,
"IDN","FISHLAND","NLD","TONNE","A","2018",7195527.0705112,
"IDN","FISHLAND","NLD","USD","A","2005",3427927615.1113,
"IDN","FISHLAND","NLD","USD","A","2006",4055304112.9842,
"IDN","FISHLAND","NLD","USD","A","2007",4926539297.4085,
"IDN","FISHLAND","NLD","USD","A","2008",4821932827.9841,
"IDN","FISHLAND","NLD","USD","A","2009",4772856245.5641,
"IDN","FISHLAND","NLD","USD","A","2010",6563152678.931,
"IDN","FISHLAND","NLD","USD","A","2011",7356884062.858,
"IDN","FISHLAND","NLD","USD","A","2012",7698086506.734,
"IDN","FISHLAND","NLD","USD","A","2013",8917368515.5629,
"IDN","FISHLAND","NLD","USD","A","2014",8382813576.3804,
"IDN","FISHLAND","NLD","USD","A","2015",8221365471.9608,
"IDN","FISHLAND","NLD","USD","A","2017",13441255479.052,
"LTU","FISHLAND","NLD","TONNE","A","2004",8970.100722,
"LTU","FISHLAND","NLD","TONNE","A","2005",8208.72391,
"LTU","FISHLAND","NLD","TONNE","A","2006",99420.162672,
"LTU","FISHLAND","NLD","TONNE","A","2007",144463.833391,
"LTU","FISHLAND","NLD","TONNE","A","2008",3031.18332,
"LTU","FISHLAND","NLD","TONNE","A","2009",3332.886,
"LTU","FISHLAND","NLD","TONNE","A","2010",3452.28453,
"LTU","FISHLAND","NLD","TONNE","A","2011",3409.46942,
"LTU","FISHLAND","NLD","TONNE","A","2012",3783.2931,
"LTU","FISHLAND","NLD","TONNE","A","2013",2407.0649,
"LTU","FISHLAND","NLD","TONNE","A","2014",1858.35689,
"LTU","FISHLAND","NLD","TONNE","A","2015",1947.56613,
"LTU","FISHLAND","NLD","TONNE","A","2016",1681.53329,
"LTU","FISHLAND","NLD","TONNE","A","2017",1676.405,
"LTU","FISHLAND","NLD","TONNE","A","2018",1725.607,
"LTU","FISHLAND","NLD","TONNE","A","2019",1003.9,
"LTU","FISHLAND","NLD","TONNE","A","2020",2420.77,
"LTU","FISHLAND","NLF","TONNE","A","2004",3432.9807,
"LTU","FISHLAND","NLF","TONNE","A","2005",1831.9667,
"LTU","FISHLAND","NLF","TONNE","A","2006",1578.50586,
"LTU","FISHLAND","NLF","TONNE","A","2007",10184.14002,
"LTU","FISHLAND","NLF","TONNE","A","2008",25902.73313,
"LTU","FISHLAND","NLF","TONNE","A","2009",29580.24193,
"LTU","FISHLAND","NLF","TONNE","A","2010",29654.03238,
"LTU","FISHLAND","NLF","TONNE","A","2011",27250.19417,
"LTU","FISHLAND","NLF","TONNE","A","2012",24590.59461,
"LTU","FISHLAND","NLF","TONNE","A","2013",77407.23927,
"LTU","FISHLAND","NLF","TONNE","A","2014",141023.93256,
"LTU","FISHLAND","NLF","TONNE","A","2015",66611.14875,
"LTU","FISHLAND","NLF","TONNE","A","2016",93699.16242,
"LTU","FISHLAND","NLF","TONNE","A","2017",86998.477,
"LTU","FISHLAND","NLF","TONNE","A","2018",67229.004,
"LTU","FISHLAND","NLF","TONNE","A","2019",102943.542,
"LTU","FISHLAND","NLF","TONNE","A","2020",84733.72,
"LTU","FISHLAND","NLD","USD","A","2004",6797459.6914222,
"LTU","FISHLAND","NLD","USD","A","2005",10355216.366758,
"LTU","FISHLAND","NLD","USD","A","2006",151590364.14296,
"LTU","FISHLAND","NLD","USD","A","2007",212909015.16159,
"LTU","FISHLAND","NLD","USD","A","2008",4669760.7549772,
"LTU","FISHLAND","NLD","USD","A","2009",3874471.8504094,
"LTU","FISHLAND","NLD","USD","A","2010",4591591.1983951,
"LTU","FISHLAND","NLD","USD","A","2011",4984682.3377392,
"LTU","FISHLAND","NLD","USD","A","2012",6110675.4721469,
"LTU","FISHLAND","NLD","USD","A","2013",2620239.9256649,
"LTU","FISHLAND","NLD","USD","A","2014",1772300.2467235,
"LTU","FISHLAND","NLD","USD","A","2015",1599916.5840416,
"LTU","FISHLAND","NLD","USD","A","2016",1571481.2138736,
"LTU","FISHLAND","NLD","USD","A","2017",653554.92218374,
"LTU","FISHLAND","NLD","USD","A","2018",1352376.5778852,
"LTU","FISHLAND","NLD","USD","A","2019",789754.05648449,
"LTU","FISHLAND","NLD","USD","A","2020",982807.67436139,
"LTU","FISHLAND","NLF","USD","A","2004",2389389.6481375,
"LTU","FISHLAND","NLF","USD","A","2005",690960.21225756,
"LTU","FISHLAND","NLF","USD","A","2006",1352435.4419992,
"LTU","FISHLAND","NLF","USD","A","2007",12232060.354674,
"LTU","FISHLAND","NLF","USD","A","2008",29186249.139225,
"LTU","FISHLAND","NLF","USD","A","2009",33601372.817771,
"LTU","FISHLAND","NLF","USD","A","2010",50266754.292346,
"LTU","FISHLAND","NLF","USD","A","2011",32851190.955417,
"LTU","FISHLAND","NLF","USD","A","2012",28037991.488248,
"LTU","FISHLAND","NLF","USD","A","2013",103252207.48926,
"LTU","FISHLAND","NLF","USD","A","2014",182404540.23422,
"LTU","FISHLAND","NLF","USD","A","2015",69254308.902087,
"LTU","FISHLAND","NLF","USD","A","2016",113866965.47221,
"LTU","FISHLAND","NLF","USD","A","2017",69453547.156945,
"LTU","FISHLAND","NLF","USD","A","2018",68488273.36055,
"LTU","FISHLAND","NLF","USD","A","2019",95176442.910926,
"LTU","FISHLAND","NLF","USD","A","2020",77414838.166475,
"SVN","FISHLAND","NLD","USD","A","2006",1847158.0771753,
"SVN","FISHLAND","NLD","USD","A","2007",2534949.9540777,
"SVN","FISHLAND","NLD","USD","A","2008",2074258.2335793,
"SVN","FISHLAND","NLD","USD","A","2009",2341676.8662466,
"SVN","FISHLAND","NLD","USD","A","2010",2631586.0635246,
"SVN","FISHLAND","NLD","USD","A","2011",2843796.2929433,
"SVN","FISHLAND","NLD","USD","A","2012",1874182.9827529,
"SVN","FISHLAND","NLD","USD","A","2013",1624377.809365,
"SVN","FISHLAND","NLD","USD","A","2014",1681811.2943043,
"SVN","FISHLAND","NLD","USD","A","2015",1396237.955198,
"SVN","FISHLAND","NLD","USD","A","2016",1256420.9001105,
"SVN","FISHLAND","NLD","USD","A","2017",994814.29749987,
"SVN","FISHLAND","NLD","USD","A","2018",1072766.0488211,
"SVN","FISHLAND","NLD","USD","A","2019",977896.06600243,
"SVN","FISHLAND","NLD","USD","A","2020",1394698.8038136,
"PER","FISHLAND","NLD","TONNE","A","1995",8886966,
"PER","FISHLAND","NLD","TONNE","A","1996",9486465,
"PER","FISHLAND","NLD","TONNE","A","1997",7837650,
"PER","FISHLAND","NLD","TONNE","A","1998",4310271,
"PER","FISHLAND","NLD","TONNE","A","1999",8392378,
"PER","FISHLAND","NLD","TONNE","A","2000",10626323,
"PER","FISHLAND","NLD","TONNE","A","2001",7955955,
"PER","FISHLAND","NLD","TONNE","A","2002",8741397,
"PER","FISHLAND","NLD","TONNE","A","2003",6060984,
"PER","FISHLAND","NLD","TONNE","A","2004",9574257,
"PER","FISHLAND","NLD","TONNE","A","2005",9353292,
"PER","FISHLAND","NLD","TONNE","A","2006",6983459,
"PER","FISHLAND","NLD","TONNE","A","2007",7178697,
"PER","FISHLAND","NLD","TONNE","A","2008",7362905,
"PER","FISHLAND","NLD","TONNE","A","2009",6887735,
"PER","FISHLAND","NLD","TONNE","A","2010",4261607,
"PER","FISHLAND","NLD","TONNE","A","2011",8218191,
"PER","FISHLAND","NLD","TONNE","A","2012",4819159,
"PER","FISHLAND","NLD","TONNE","A","2013",5849192,
"PER","FISHLAND","NLD","TONNE","A","2014",3574371,
"PER","FISHLAND","NLD","TONNE","A","2015",4806361,
"PER","FISHLAND","NLD","TONNE","A","2016",3806660,
"PER","FISHLAND","NLD","TONNE","A","2017",4156539,
"PER","FISHLAND","NLD","TONNE","A","2018",7189172.468,
"PER","FISHLAND","NLD","TONNE","A","2019",4832529.157,
"PER","FISHLAND","NLD","TONNE","A","2020",5658916.509,
"AUS","FISHLAND","TOT","TONNE","A","1995",201149,
"AUS","FISHLAND","TOT","TONNE","A","1996",199330.087,
"AUS","FISHLAND","TOT","TONNE","A","1997",193654,
"AUS","FISHLAND","TOT","TONNE","A","1998",209659.629,
"AUS","FISHLAND","TOT","TONNE","A","1999",209799,
"AUS","FISHLAND","TOT","TONNE","A","2000",184753.3,
"AUS","FISHLAND","TOT","TONNE","A","2001",195700.74,
"AUS","FISHLAND","TOT","TONNE","A","2002",200594.83,
"AUS","FISHLAND","TOT","TONNE","A","2003",215329.42,
"AUS","FISHLAND","TOT","TONNE","A","2004",231829.51,
"AUS","FISHLAND","TOT","TONNE","A","2005",236300.9,
"AUS","FISHLAND","TOT","TONNE","A","2006",197041.9,
"AUS","FISHLAND","TOT","TONNE","A","2007",188509.03,
"AUS","FISHLAND","TOT","TONNE","A","2008",181669.5,
"AUS","FISHLAND","TOT","TONNE","A","2009",172449.37,
"AUS","FISHLAND","TOT","TONNE","A","2010",173552.85,
"AUS","FISHLAND","TOT","TONNE","A","2011",165163.77,
"AUS","FISHLAND","TOT","TONNE","A","2012",159294.22,
"AUS","FISHLAND","TOT","TONNE","A","2013",157283.5,
"AUS","FISHLAND","TOT","TONNE","A","2014",153503.91,
"AUS","FISHLAND","TOT","TONNE","A","2015",152432.61,
"AUS","FISHLAND","TOT","TONNE","A","2016",174246.1696701,
"AUS","FISHLAND","TOT","TONNE","A","2017",166016.30644176,
"AUS","FISHLAND","TOT","TONNE","A","2018",173433.50567846,
"AUS","FISHLAND","TOT","TONNE","A","2019",167022.26754022,
"AUS","FISHLAND","TOT","TONNE","A","2020",179080.12500022,
"AUS","FISHLAND","TOT","USD","A","1995",1133272375.7348,
"AUS","FISHLAND","TOT","USD","A","1996",1048802187.7828,
"AUS","FISHLAND","TOT","USD","A","1997",1028332426.7742,
"AUS","FISHLAND","TOT","USD","A","1998",1037446759.6837,
"AUS","FISHLAND","TOT","USD","A","1999",999826344.06656,
"AUS","FISHLAND","TOT","USD","A","2000",988538406.68779,
"AUS","FISHLAND","TOT","USD","A","2001",928979724.53537,"C"
"AUS","FISHLAND","TOT","USD","A","2002",956130082.0676,"C"
"AUS","FISHLAND","TOT","USD","A","2003",1056951311.1969,"C"
"AUS","FISHLAND","TOT","USD","A","2004",1072804176.0198,"C"
"AUS","FISHLAND","TOT","USD","A","2005",1111524969.4493,"C"
"AUS","FISHLAND","TOT","USD","A","2006",1083767075.8857,"C"
"AUS","FISHLAND","TOT","USD","A","2007",1190239135.3631,"C"
"AUS","FISHLAND","TOT","USD","A","2008",1130661605.1217,"C"
"AUS","FISHLAND","TOT","USD","A","2009",1051783063.657,"C"
"AUS","FISHLAND","TOT","USD","A","2010",1178233124.7383,"C"
"AUS","FISHLAND","TOT","USD","A","2011",1323902159.6044,"C"
"AUS","FISHLAND","TOT","USD","A","2012",1284213056.6541,"C"
"AUS","FISHLAND","TOT","USD","A","2013",1260183069.1354,"C"
"AUS","FISHLAND","TOT","USD","A","2014",1319623088.1605,"C"
"AUS","FISHLAND","TOT","USD","A","2015",1156490368.5048,"C"
"AUS","FISHLAND","TOT","USD","A","2016",1204403203.3957,"C"
"AUS","FISHLAND","TOT","USD","A","2017",1255119417.5297,"C"
"AUS","FISHLAND","TOT","USD","A","2018",1258247475.7594,"C"
"AUS","FISHLAND","TOT","USD","A","2019",1086227024.3899,"C"
"AUS","FISHLAND","TOT","USD","A","2020",971479118.4131,"C"
"BEL","FISHLAND","TOT","TONNE","A","1999",30365.489,
"BEL","FISHLAND","TOT","TONNE","A","2000",27772.576,
"BEL","FISHLAND","TOT","TONNE","A","2001",28610.279,
"BEL","FISHLAND","TOT","TONNE","A","2002",29389.254,
"BEL","FISHLAND","TOT","TONNE","A","2003",24828.761,
"BEL","FISHLAND","TOT","TONNE","A","2004",23918.832,
"BEL","FISHLAND","TOT","TONNE","A","2005",21640.329,
"BEL","FISHLAND","TOT","TONNE","A","2006",20415.845,
"BEL","FISHLAND","TOT","TONNE","A","2007",21992.718,
"BEL","FISHLAND","TOT","TONNE","A","2008",20058.002,
"BEL","FISHLAND","TOT","TONNE","A","2009",17712.785,
"BEL","FISHLAND","TOT","TONNE","A","2010",19772.709,
"BEL","FISHLAND","TOT","TONNE","A","2011",20137.753,
"BEL","FISHLAND","TOT","TONNE","A","2012",21893.726,
"BEL","FISHLAND","TOT","TONNE","A","2013",22793.11,
"BEL","FISHLAND","TOT","TONNE","A","2014",24273.119,
"BEL","FISHLAND","TOT","TONNE","A","2015",22488.651,
"BEL","FISHLAND","TOT","TONNE","A","2016",24582.979,
"BEL","FISHLAND","TOT","TONNE","A","2017",22141.77,
"BEL","FISHLAND","TOT","TONNE","A","2018",20632.623,
"BEL","FISHLAND","TOT","TONNE","A","2019",19308.967,
"BEL","FISHLAND","TOT","TONNE","A","2020",18306.064,
"BEL","FISHLAND","TOT","USD","A","1999",107030720.95333,
"BEL","FISHLAND","TOT","USD","A","2000",86093043.385876,
"BEL","FISHLAND","TOT","USD","A","2001",92258851.091538,
"BEL","FISHLAND","TOT","USD","A","2002",98004555.798199,
"BEL","FISHLAND","TOT","USD","A","2003",107478107.56279,
"BEL","FISHLAND","TOT","USD","A","2004",108241900.82597,
"BEL","FISHLAND","TOT","USD","A","2005",107716443.7886,
"BEL","FISHLAND","TOT","USD","A","2006",114729627.32934,
"BEL","FISHLAND","TOT","USD","A","2007",124584581.52517,
"BEL","FISHLAND","TOT","USD","A","2008",111777414.74964,
"BEL","FISHLAND","TOT","USD","A","2009",89708767.487872,
"BEL","FISHLAND","TOT","USD","A","2010",100993308.90621,
"BEL","FISHLAND","TOT","USD","A","2011",110458711.89292,
"BEL","FISHLAND","TOT","USD","A","2012",98136359.646175,
"BEL","FISHLAND","TOT","USD","A","2013",97013404.158977,
"BEL","FISHLAND","TOT","USD","A","2014",107824451.79605,
"BEL","FISHLAND","TOT","USD","A","2015",90758869.707295,
"BEL","FISHLAND","TOT","USD","A","2016",103207998.89599,
"BEL","FISHLAND","TOT","USD","A","2017",99405391.417771,
"BEL","FISHLAND","TOT","USD","A","2018",99767150.037431,
"BEL","FISHLAND","TOT","USD","A","2019",90467994.863817,
"BEL","FISHLAND","TOT","USD","A","2020",84713035.93452,
"CAN","FISHLAND","TOT","TONNE","A","1995",858039.293693,
"CAN","FISHLAND","TOT","TONNE","A","1996",918663.19702263,
"CAN","FISHLAND","TOT","TONNE","A","1997",977940.25535501,
"CAN","FISHLAND","TOT","TONNE","A","1998",994575.24033256,
"CAN","FISHLAND","TOT","TONNE","A","1999",1003062.5916592,
"CAN","FISHLAND","TOT","TONNE","A","2000",1003499.7878655,
"CAN","FISHLAND","TOT","TONNE","A","2001",1053337.660474,
"CAN","FISHLAND","TOT","TONNE","A","2002",1073988.4509574,
"CAN","FISHLAND","TOT","TONNE","A","2003",1120060.3177569,
"CAN","FISHLAND","TOT","TONNE","A","2004",1176228.5493403,
"CAN","FISHLAND","TOT","TONNE","A","2005",1121948.8141304,
"CAN","FISHLAND","TOT","TONNE","A","2006",1090407.2771414,
"CAN","FISHLAND","TOT","TONNE","A","2007",1012152.7672928,
"CAN","FISHLAND","TOT","TONNE","A","2008",937111.52892316,
"CAN","FISHLAND","TOT","TONNE","A","2009",960231.53142936,
"CAN","FISHLAND","TOT","TONNE","A","2010",951528.729,
"CAN","FISHLAND","TOT","TONNE","A","2011",854258.275,"C"
"CAN","FISHLAND","TOT","TONNE","A","2012",823562.31468658,"C"
"CAN","FISHLAND","TOT","TONNE","A","2013",863194.14533027,"C"
"CAN","FISHLAND","TOT","TONNE","A","2014",855620.93374566,"C"
"CAN","FISHLAND","TOT","TONNE","A","2015",838410.97414164,"C"
"CAN","FISHLAND","TOT","TONNE","A","2016",853006.33859764,"C"
"CAN","FISHLAND","TOT","TONNE","A","2017",827028.0864895,"C"
"CAN","FISHLAND","TOT","TONNE","A","2018",803172.1873948,"C"
"CAN","FISHLAND","TOT","TONNE","A","2019",743232.94214665,"C"
"CAN","FISHLAND","TOT","TONNE","A","2020",719249.04212496,"C"
"CAN","FISHLAND","TOT","USD","A","1995",1297832745.7701,
"CAN","FISHLAND","TOT","USD","A","1996",1158229275.4269,
"CAN","FISHLAND","TOT","USD","A","1997",1155200329.973,
"CAN","FISHLAND","TOT","USD","A","1998",1086349341.474,
"CAN","FISHLAND","TOT","USD","A","1999",1285841407.6311,
"CAN","FISHLAND","TOT","USD","A","2000",1439487557.4406,
"CAN","FISHLAND","TOT","USD","A","2001",1368216565.5767,
"CAN","FISHLAND","TOT","USD","A","2002",1399999068.9428,
"CAN","FISHLAND","TOT","USD","A","2003",1627407439.6338,
"CAN","FISHLAND","TOT","USD","A","2004",1749189257.6171,
"CAN","FISHLAND","TOT","USD","A","2005",1731402803.2379,
"CAN","FISHLAND","TOT","USD","A","2006",1693640767.0076,
"CAN","FISHLAND","TOT","USD","A","2007",1839324854.3157,
"CAN","FISHLAND","TOT","USD","A","2008",1784812115.4173,
"CAN","FISHLAND","TOT","USD","A","2009",1491531042.7977,
"CAN","FISHLAND","TOT","USD","A","2010",1772016519.2489,
"CAN","FISHLAND","TOT","USD","A","2011",2110147494.3322,"C"
"CAN","FISHLAND","TOT","USD","A","2012",2205827126.1483,"C"
"CAN","FISHLAND","TOT","USD","A","2013",2234972113.4644,"C"
"CAN","FISHLAND","TOT","USD","A","2014",2522797261.4759,"C"
"CAN","FISHLAND","TOT","USD","A","2015",2505952762.93,"C"
"CAN","FISHLAND","TOT","USD","A","2016",2505044214.363,"C"
"CAN","FISHLAND","TOT","USD","A","2017",2939337389.5882,"C"
"CAN","FISHLAND","TOT","USD","A","2018",2808134935.306,"C"
"CAN","FISHLAND","TOT","USD","A","2019",2743439991.1109,"C"
"CAN","FISHLAND","TOT","USD","A","2020",1847986580.7004,"C"
"DNK","FISHLAND","TOT","TONNE","A","1995",2015899.2,
"DNK","FISHLAND","TOT","TONNE","A","1996",1704760.9,
